30	2	30				
9	1	1	5	6	1	B
94	3	1	4	1	1	D
1	1	2	4	10	2	D
7	1	2	6	4	3	C
55	1	2	2	4	3	C
72	1	2	8	10	1	D
62	3	2	7	8	2	D
23	1	3	2	3	3	A
13	3	3	9	4	3	C
87	1	4	3	7	1	C
58	1	4	8	8	1	A
68	3	4	6	3	3	D
65	1	5	2	1	3	B
77	2	5	5	5	2	B
61	3	5	1	7	1	A
27	1	6	2	9	1	B
11	3	6	6	3	2	A
45	1	7	9	5	3	B
59	2	7	6	1	1	C
12	3	7	6	4	1	A
2	1	8	1	6	2	A
75	1	8	6	1	3	A
89	1	8	6	7	3	B
24	3	8	7	8	3	D
38	3	8	2	10	3	A
4	1	9	1	4	2	B
5	1	9	7	1	3	D
6	2	9	4	2	2	C
34	2	9	2	4	3	D
70	3	9	9	5	3	D
100	3	9	5	2	3	C
31	2	10	3	3	2	C
53	2	10	6	5	3	D
99	1	11	5	5	3	C
49	2	11	8	1	2	C
73	2	11	5	2	3	B
84	2	11	8	6	1	C
93	3	11	2	8	1	D
28	2	12	9	4	1	A
29	2	12	5	5	3	D
37	2	12	6	2	2	D
43	2	12	8	1	3	C
66	2	12	4	3	1	A
80	2	12	8	7	2	D
44	3	12	9	5	3	D
25	1	14	3	6	3	C
69	1	14	5	6	3	D
42	2	14	1	1	1	C
64	2	14	5	5	2	A
79	2	14	7	5	1	A
81	2	14	1	6	3	B
46	3	14	1	7	2	A
48	2	15	8	10	2	A
88	3	15	7	3	3	D
90	3	15	7	3	3	D
95	3	15	8	8	1	B
54	3	16	8	9	1	A
8	1	17	3	4	1	A
22	1	17	1	5	1	C
32	1	17	7	1	2	B
33	1	17	4	3	1	A
67	1	17	3	5	3	A
19	3	17	9	7	1	A
52	3	17	2	3	3	B
83	3	17	7	7	2	B
51	3	17	8	2	3	A
10	3	18	1	9	3	C
15	1	19	2	3	2	D
3	3	19	9	9	2	A
18	3	19	3	4	2	B
86	3	19	10	4	2	B
47	1	20	8	8	2	A
91	1	20	2	1	2	B
21	1	21	3	7	2	C
56	1	21	6	7	3	C
30	3	21	1	1	1	B
63	3	21	2	8	1	B
98	3	21	9	8	3	A
57	1	22	9	1	3	B
50	3	22	1	6	1	C
26	1	23	1	1	2	D
40	1	24	9	1	1	B
97	1	24	7	5	3	B
36	3	24	8	2	1	D
60	3	24	5	7	1	C
17	3	24	3	8	3	D
20	1	25	4	7	3	D
39	1	25	10	4	3	D
76	3	25	9	8	3	C
96	1	26	7	10	1	A
14	3	26	1	7	3	B
41	1	27	2	4	3	D
82	3	27	2	8	2	A
71	3	27	9	6	3	D
74	3	27	2	1	1	C
85	1	28	1	5	3	A
92	3	28	5	3	3	B
78	1	29	10	3	2	D
16	3	29	3	5	2	C
35	3	29	6	2	3	C
-1
