50	1	50				
54	1	1	7	1	1	B
72	1	1	6	2	2	D
14	3	1	7	7	3	B
27	3	1	9	1	3	C
73	1	2	5	10	1	A
88	1	2	9	1	1	D
57	1	2	10	10	1	B
59	3	2	7	2	1	A
98	3	2	7	7	1	A
6	1	3	2	9	3	A
42	3	3	8	8	3	B
45	1	4	2	7	3	A
15	1	4	1	8	2	C
24	1	4	8	8	3	B
25	1	4	9	2	3	C
60	3	4	7	2	1	D
90	3	4	3	1	1	B
67	1	5	6	5	1	B
77	1	5	2	10	3	D
100	1	5	4	8	2	D
80	1	5	10	4	3	B
44	3	5	1	2	1	D
49	1	6	2	9	2	A
5	3	6	7	1	3	D
34	3	6	8	4	2	C
2	1	7	10	4	3	A
33	1	7	6	9	2	A
30	1	7	6	10	2	B
68	1	7	8	7	3	B
70	1	7	9	5	3	A
29	3	7	6	4	1	A
37	3	7	6	4	1	A
39	3	7	1	2	3	D
64	3	7	8	4	1	A
22	1	8	9	4	3	B
97	3	8	3	4	3	D
75	1	9	6	2	2	A
65	3	9	4	9	2	A
95	3	9	7	5	1	C
84	1	10	4	8	2	D
3	2	10	3	1	2	D
10	2	10	8	3	2	B
13	2	10	9	9	3	B
83	2	10	5	1	2	D
86	2	10	2	8	1	C
93	2	10	8	10	2	B
87	3	10	1	1	1	C
20	1	11	6	8	3	C
92	1	11	8	9	3	A
48	1	12	2	8	3	C
23	2	13	10	9	3	B
89	2	13	5	4	1	B
96	2	13	5	3	2	B
36	2	14	8	5	2	A
46	2	14	2	3	3	C
99	2	14	3	9	3	A
7	3	14	2	1	2	A
58	3	14	9	7	1	B
62	1	15	8	10	3	D
94	1	15	7	2	2	A
16	2	15	7	7	3	C
35	2	15	6	7	2	C
4	3	15	8	8	1	B
69	3	15	9	2	3	D
11	2	16	4	7	1	C
38	2	16	10	8	3	B
8	3	16	7	7	1	D
81	3	16	3	5	1	B
79	2	17	3	4	2	A
19	1	18	4	8	2	C
32	1	18	3	9	1	D
28	2	18	5	9	1	B
31	2	18	3	10	2	B
74	3	18	8	10	2	C
26	1	19	2	9	2	A
85	2	19	10	4	2	B
50	3	19	3	9	3	C
82	3	19	10	2	3	D
12	1	20	2	9	3	B
1	3	20	9	1	1	D
55	3	20	9	1	1	C
9	1	21	9	6	3	C
21	1	21	8	2	2	C
53	3	21	2	7	3	A
17	1	22	7	3	2	A
71	3	22	9	10	1	B
78	3	22	2	6	2	D
51	3	23	9	3	3	A
56	3	23	10	7	1	C
43	1	25	9	4	3	C
18	3	25	1	4	1	A
52	1	27	9	8	2	B
76	1	27	6	6	3	B
63	3	27	5	1	1	B
66	3	27	3	3	3	D
40	3	28	1	5	3	B
91	3	28	3	9	2	C
41	1	29	6	5	1	B
61	3	29	4	4	3	A
47	3	29	2	2	1	D
-1
